,197RDB0069,197RDB0219,197RDB0263,197RDB0162,197RDB0006,197RDB0192,197RDB0268,197RDB0195,197RDBCJ0047,197RDB0067,197RDB0012,197RDB0221,197RDB0269,197RDB0157,197RDBCJ0052,197RDB0190,197RDB0003,197RDB0291,197RDB0293,197RDB0160,197RDB0212,197RDB0005,197RDB0107,197RDB0004,197RDBCJ0056,197RDB0253,197RDBCJ0057,197RDB0281,197RDB0207,197RDB0010,197RDBCJ0065,197RDBCJ0053,197RDB0289,197RDB0077,197RDB0009,197RDB0011,197RDBCJ0061,197RDB0163,197RDB0208,197RDB0249,197RDBCJ0058,197RDB0247,197RDB0158,197RDB0194,197RDB0318,197RDB0184,197RDB0280,197RDB0170,197RDB0432,197RDB0264,197RDB0211,197RDB0073,197RDB0002,197RDB0333,197RDB0070,197RDB0169,197RDB0419,197RDB0299,197RDB0271,197RDB0183,197RDB0363,197RDB0414,197RDB0081,197RDB0365,197RDB0336,197RDB0254,197RDB0119,197RDB0242
GTF3C5,6.684414532,6.679713471,6.869503186,7.189416018,6.386200986,7.079165201,6.782500712,6.325165899,6.728750743,6.868329831,6.984074845,6.635781276,7.307033581,6.825241727,6.594486743,6.579558112,6.812736661,6.738868531,6.913127629,6.737529022,6.745631355,6.697547737,7.203686189,6.339486426,6.801249127,7.110429472,6.888707144,6.664912815,6.282536549,6.603649422,6.727319368,6.71624417,6.801762284,7.162833942,6.881058812,6.839209745,6.635554361,6.787843433,7.11961331,6.702154122,6.741420526,7.279256898,6.825098902,6.727178661,6.774866257,6.643546008,6.424786265,6.71858616,6.681380377,6.775300045,7.067211562,6.454948575,6.702612597,6.857254814,6.803680621,6.959087041,6.836777771,6.712613736,6.560445589,7.379659247,6.47793763,7.009024065,6.402748226,7.082123757,6.791361434,6.564512527,6.838508486,6.513051053
H2AFZ,11.33655679,11.50277382,12.12565946,11.64971613,11.39804277,11.62656533,11.22920801,11.15903109,11.62963432,11.43021691,11.4296908,11.52531608,11.31576349,11.72258527,11.40549246,11.86540482,11.57041394,11.6648733,11.56786884,11.81550042,11.09700927,10.69873101,11.09436756,11.38466758,11.5755301,11.49581057,11.68484976,10.88673517,11.18023242,10.99147927,11.88572269,11.91950695,11.68858057,10.79748189,11.42815082,11.99497498,11.58915903,11.53016659,11.61936328,11.54432969,11.66960136,10.98796447,11.5615817,11.58835475,11.87188026,11.86786222,11.48938744,11.92786229,11.58451314,12.0022681,10.63932933,10.54563429,11.77063425,10.9339743,11.78042516,11.46619774,12.45540312,10.82301127,11.93410051,11.32713967,11.69730065,11.61913914,10.62875721,11.3326257,11.11124688,11.02084198,10.79205722,11.0382847
H3F3B,12.45520391,12.20050684,12.57616312,12.06243019,12.10702603,12.44288863,12.68239879,12.1309603,12.1771819,12.34409961,11.71994175,12.66413133,11.72655017,12.27634652,12.1421146,12.67279806,12.07809992,12.26478614,12.18703481,12.364505,12.29696864,12.45486134,12.66486489,12.73514529,12.05008571,12.2029506,11.79977193,12.29226982,12.79276727,12.06381179,12.25093759,12.25563901,12.39652985,12.01655832,11.91743054,12.24066549,12.25093759,12.14303291,11.76012118,12.61885271,12.58587363,12.6618104,12.37504212,12.34173176,12.55317459,12.65071381,12.27813467,12.66243452,12.15593877,12.11794211,12.04652135,12.57662286,12.54980732,12.23950642,12.49405105,12.30496204,12.06530038,11.59207042,12.62874692,11.87670161,12.75925783,12.53356077,12.67450526,12.54558425,11.93990964,12.47968874,12.33965325,12.27675335
HES1,8.536165236,8.738664847,9.073906544,8.819788063,9.340057566,8.348853977,8.243568972,8.874778061,8.472577581,9.631916112,9.322389673,8.409768952,8.661782608,8.954443258,8.998065246,8.39679748,8.414652964,8.222575488,9.213133457,8.595445938,9.040904808,8.606695008,8.331140971,8.851904548,8.508322494,9.250559223,9.175893503,9.867431939,9.023348025,9.471096168,9.021949155,8.445036805,8.514475093,8.361476425,9.115459872,8.304950734,8.595336515,8.194108436,7.663349671,8.437226906,9.454703436,8.411023587,8.690551015,8.849348775,8.466556831,7.884263491,8.246986334,9.132608323,8.900173774,8.375594904,8.235743249,8.660496941,8.278157022,9.099167681,8.864343922,8.506492756,8.559058025,8.830588117,8.645062597,9.105558093,8.922530897,8.593351825,8.561623828,8.252074493,8.743809866,7.904808433,9.027223108,8.137711205
HMGA1,6.628773382,5.779850448,6.610015032,6.941832363,6.136137974,6.519011663,6.294092857,6.506048501,6.305265634,6.539554441,6.058214936,6.636953539,6.052834012,6.41355386,6.797411009,6.297285642,6.076252914,6.369779956,6.207460203,7.04933021,6.550492269,5.886663593,6.489385186,6.121341639,6.211627638,6.424157637,6.199412184,6.261361286,6.265615142,6.695381762,6.713464547,6.391705308,6.362605768,6.402948644,6.640320785,6.568181322,6.011806979,6.453357048,6.370519712,6.036734755,6.723883613,6.532365742,6.159055498,6.480297685,6.216223323,6.01904617,6.228854212,6.137998867,6.340361689,6.600296598,5.978603326,6.320933521,5.845448601,6.06470451,5.996772506,6.248684037,6.824893881,5.961946186,6.581101068,5.886285091,6.403054891,6.496030962,6.467871821,6.592238836,6.246640048,6.544506306,6.147571469,6.309969125
HMMR,9.151343969,9.618522934,9.703635271,10.40143207,8.812981761,9.495167972,8.859858222,8.572392358,9.328801603,9.407821108,9.769835927,10.12618666,9.831676188,9.483693579,9.973714586,9.750300896,9.641727377,9.961867977,9.176761915,9.82173689,8.307208549,7.719119216,8.471161284,6.977773049,9.741714047,9.794571032,9.953813599,9.305393064,8.128150553,9.474704476,9.718799594,9.583193413,8.510840659,8.258971321,9.214391358,10.18605482,8.41846105,9.133401064,9.652165919,9.278012371,8.906375462,8.074989944,8.774030432,9.607781852,10.57204154,9.298967206,9.328782549,9.791474983,9.64938277,10.25712316,8.441071827,9.151343969,9.351006969,9.02853578,8.906707927,9.287267363,10.63076159,9.313286654,9.493352652,9.15264524,8.447721112,9.629063222,7.213069038,8.908437204,8.117766575,7.649989771,7.66004925,8.168835729
HNF4A,7.859516961,8.366499334,7.044177744,8.727678594,6.836405463,7.934242648,8.002833054,7.253807957,7.036844588,7.169135413,7.477786851,7.355124297,8.242633048,7.694926337,8.097845907,7.326493949,7.26435929,7.88074733,8.694585675,8.045630045,8.082951702,8.809236083,7.59790265,7.619130684,8.276120272,7.599360034,7.296108278,7.218941347,7.636251276,7.017468629,6.318866471,7.723929228,7.872126452,7.895537638,7.194994404,6.856513651,8.035919084,7.549237387,8.237995087,7.081284736,7.201435121,8.316856043,7.488366987,6.371411666,7.271494093,7.121512273,7.094245776,7.342306564,7.481283531,7.637113039,7.059534091,8.7434007,7.28394278,7.875369114,7.111890434,7.787348991,7.075605802,7.202780217,8.040368272,7.767302457,8.323940059,8.604800632,6.491755653,7.182550491,7.88930182,8.130917464,8.618672631,7.919053582
HNRNPA2B1,11.69917001,12.07909412,12.2862724,12.48753021,11.91282846,12.16614846,12.16979594,11.80819473,11.97627886,12.06286233,11.90182353,12.21147688,12.34403206,12.35930848,11.88572378,12.53927089,11.88572378,12.26514346,12.27111168,12.33361744,12.19605439,11.46364509,12.262362,11.6960284,12.01524439,12.41325111,12.16781966,11.81439497,12.18045335,11.93592157,12.15374967,12.04196162,12.03893763,11.89637046,11.7001716,12.19054927,11.98178185,12.02161579,12.20703139,12.15643863,12.15767957,12.07779148,12.25450126,11.93143349,12.36391977,12.25109221,12.15030162,12.16614846,12.05900979,12.13426349,11.67482107,11.99051842,11.90620396,11.94648751,12.3394433,11.99596946,12.69054246,11.97544329,12.0625205,12.0942003,12.112942,12.36538697,12.09573895,12.08722292,11.72547598,12.05333012,11.79665937,11.73339994
HNRNPM,11.1208803,11.04682526,11.19185637,11.07953733,10.9433789,10.95311527,11.12092559,10.74140419,10.95293851,11.04204674,11.02757148,10.82053594,10.91515322,11.32621321,10.73347396,11.18812437,11.11394443,11.06384953,11.23689461,11.20176784,10.61626357,10.36569635,10.59772395,10.73615706,11.09007338,11.06881395,11.24854477,10.75892539,10.9081079,11.26888355,11.18307044,11.04103079,10.75892539,10.79613299,10.71837093,11.64702663,10.92535444,10.86153067,10.7983731,11.13951273,11.0439088,10.94994167,11.04434594,10.80786058,11.33255468,11.10755902,11.03854317,10.98479432,10.7473295,11.30951219,10.58270343,10.93780374,11.02141658,10.86583387,11.06227273,10.93350556,11.40216866,10.67251366,10.96035041,10.81653144,10.91597685,11.1828002,10.76457317,11.2111687,10.6704913,10.59803168,10.60178979,10.57385962
HOPX,8.413897286,7.387990996,8.398396272,7.230102675,7.148935536,7.781474186,9.304055711,6.954045347,7.866182518,8.538735694,7.827882818,8.841441629,7.436080132,8.475507354,7.787682933,8.045880959,9.816689028,7.458136963,8.394086089,8.382901971,7.858335674,7.240283884,7.441380328,9.690545775,6.964670001,9.329609883,7.994521688,6.073187491,9.442035315,6.808052568,9.572344541,8.385439296,6.719494606,7.765983268,7.58143499,8.080704739,7.206895676,8.65972934,6.230408906,9.862584045,7.768176775,10.23585621,9.99730186,10.21605879,9.357131658,6.480865597,8.248238824,8.729204977,8.363435762,7.877609785,9.574044871,6.941186978,10.05062298,8.504185509,10.29640179,6.962466929,8.54288925,9.218560914,7.364866773,8.633811239,9.885936218,9.302990411,11.51616658,8.419373566,6.296744056,6.73493028,6.582438686,7.067306879
HPSE,7.023005839,7.347106629,8.161902148,6.700982122,6.761131294,6.622418541,6.208627224,7.977607669,7.325252672,6.667603312,10.42733467,8.939157528,5.458500419,6.82733955,6.184099122,8.465527992,7.556725709,8.805551029,6.529523634,7.59963305,6.515155514,7.063495009,7.139817942,6.641243756,6.941686757,7.024009406,7.885688318,7.707143133,7.819350981,6.132343599,7.939726559,6.986211841,7.633823099,6.979448584,7.398126715,7.942288313,6.520362536,8.217933508,6.807281961,6.931844205,6.401524877,6.954921639,7.505829818,8.583406594,7.937199558,7.352911336,7.734475203,8.179668179,6.861992835,8.331110485,6.614279723,6.41977986,7.953267896,6.208056237,8.198487563,7.313549652,7.282137883,6.871180805,6.306828327,7.459275043,7.135822364,6.750351519,7.87358317,6.514317925,7.957024427,7.885950101,7.962369847,7.587504874
HSP90B1,12.59165538,12.50589305,12.81089004,12.45434091,12.57842055,12.47369032,12.22785595,12.41317127,12.41132617,12.36783266,12.68604955,12.43438714,12.64907843,12.7276467,12.473184,13.23642296,12.39443874,12.41049187,12.32450082,12.84302322,12.27782694,12.24455552,12.2726513,12.73244364,12.42946472,12.76022365,12.60333329,12.77243379,12.91939785,12.3077695,12.93937828,12.2726513,12.67812893,11.901902,12.43286704,12.75785261,12.47693802,12.39570715,12.71113701,12.70023987,12.73744386,12.42694538,12.53624096,12.59803162,12.83502829,12.49356785,12.93921323,12.97194082,12.50557826,12.54562196,12.25635898,12.42672588,12.58999817,12.60217435,12.98070131,12.38187455,12.72560964,11.96131403,12.40586191,12.3289395,13.05242575,12.89057104,12.21667468,12.92333705,12.32005272,12.43691323,12.41521823,12.34128025
ICAM1,8.35193951,6.783272623,7.290872949,7.294175964,7.766748432,6.790666826,7.207850037,7.297440318,7.629810663,6.919950602,8.304266222,7.207095154,7.156628268,7.116074776,6.608289753,8.699236495,7.663736436,7.906552471,6.734306637,8.384703756,6.937770492,8.193886333,6.071571147,7.247830292,7.410080282,7.571144185,7.778845355,5.182015045,8.277126572,6.515426174,8.901756342,6.691604407,7.756292323,6.794780767,6.028625256,8.333624606,6.70356026,7.750188399,6.345868283,7.55247747,6.731255129,8.266528038,8.391223394,9.054573095,8.6727964,6.540854314,6.922182668,7.472823742,6.046335877,7.365938735,7.920266093,6.538599694,7.352502859,7.003974439,7.219629905,6.796722058,7.131833518,6.984503416,7.003156806,6.528510567,9.314050322,8.831488811,7.593387299,7.192726847,6.107633824,6.344714853,6.911562808,6.686341774
IER3IP1,6.809005325,6.738663483,7.433867653,6.95261857,7.359720185,7.123591596,6.506548641,7.369810722,7.207138578,6.851376137,7.459437577,7.52952813,6.456583102,7.202109472,6.864067323,7.699421382,6.540448653,7.136924652,6.956161919,7.159357831,6.721728206,7.536582345,7.309839841,7.646668035,7.034185338,6.988094169,7.149737031,7.266151556,7.300468206,7.386956775,7.111621537,6.958775815,7.148194518,6.814529928,7.667986145,7.284047201,7.029649599,6.588581494,6.811273122,6.808989557,7.711663547,7.168813379,6.938579305,7.149665472,7.488303625,7.248745097,7.373703837,7.38754457,6.301712983,7.493457612,6.349580658,7.004688069,7.949614392,6.56478401,7.145306451,6.755549508,7.010727271,6.24072557,7.079540287,6.472582945,6.77352825,7.161738314,6.902550997,7.12625803,7.217402385,7.244448455,6.872360447,7.168886069
IFITM1,12.16794923,12.1949778,12.70465549,11.74361714,11.89831246,10.30180608,11.74934774,12.50062665,11.76278297,11.81965976,12.65634393,11.31812321,11.32667511,13.43069321,10.38995274,11.92646137,12.3585621,12.70937489,12.34544273,12.74183037,12.11631148,11.66088682,11.97683846,12.02621718,12.43533455,12.66830314,12.17154153,10.14055059,11.10343097,10.5791205,12.28232602,12.16068843,11.65045017,12.44937868,11.77235616,13.38984581,12.46932745,11.54329912,12.32941704,12.15703087,11.44586857,12.85336617,11.67028138,12.26514065,12.94548363,11.91536297,11.39982788,12.7985812,11.30453856,12.06491108,12.02243145,12.65622076,12.22386452,11.99067362,11.1361702,12.4595211,11.48889443,12.2563564,12.21959331,12.55102173,12.57228893,13.23524977,11.57816818,12.07665901,10.74203442,10.92602711,10.87960397,10.80968399
IGFBP1,4.549738203,4.171350658,4.088374841,3.783093727,5.265443413,3.98311028,3.681172293,3.711857149,4.160742847,3.90699857,4.654076873,7.340592974,4.015522114,4.166930907,4.511237896,4.012016432,4.541188752,6.436263256,3.34370378,3.681222117,3.4898238,4.483481745,4.227704683,4.992432211,4.478972169,4.054222653,4.56829387,3.641057689,5.431057153,4.613203996,3.951269659,4.143584914,3.641057689,4.539007107,4.465391028,4.238842671,4.519602813,5.656236724,3.745356482,4.255767257,4.226488803,4.412343045,3.867431083,4.006899354,4.770547449,4.874556119,7.540253267,4.22805287,4.364579694,7.569233764,3.901409798,5.495236822,4.440277204,5.853506935,4.569765145,4.687864002,4.427134101,3.668090069,3.635851052,3.857462607,4.111670142,4.54668219,4.366900222,4.687520803,4.798665142,3.803855337,4.333671823,3.828738491
IGFBP5,6.233404363,5.528231587,6.08510853,6.435557274,5.535415452,5.930612529,5.986788057,5.494971076,5.906102892,6.186253321,5.829586924,6.305439311,6.22017121,6.362659654,6.168753134,5.951084507,5.797164122,5.947885245,5.69703123,6.571782045,5.982810273,5.870697426,6.250194206,6.188516726,5.900698179,5.783199528,5.827014385,6.088083911,5.983091674,5.758090838,6.03811182,5.938561397,5.660818221,6.076550262,6.070134021,6.004612568,6.166234421,6.008095809,6.209164919,5.920051985,5.798603451,6.501136292,6.218541482,6.463264395,6.243105503,5.920230496,6.197366743,6.198617536,5.917076161,5.513043994,5.893822638,5.539854417,5.939072735,6.04809199,6.180808498,5.690304929,6.197090707,5.838894861,6.191252496,6.012787162,6.043812574,5.837765117,5.87414233,5.991223049,5.847066386,6.196097582,5.980544413,5.957752255
IL2RA,5.031144191,5.156896166,5.195972366,4.709719894,5.468935496,4.98415158,4.767869289,5.006633946,5.15501801,4.786110458,4.788148217,5.043974778,4.97119055,4.994286217,5.101679941,5.750868552,5.543116793,5.385208256,4.826839171,5.191521128,5.011021949,5.181784039,4.763924957,5.055046483,4.834877532,5.100183988,5.007406948,5.101708097,5.145676975,4.884981839,5.926232925,5.008721851,4.994655675,4.58858515,4.963917271,5.227688902,5.051519689,5.116298472,4.919692257,5.008424418,4.842313572,5.578137973,5.24399219,5.232984651,5.595688413,5.204343979,4.735491312,5.005999425,4.777347574,5.076382738,4.90733062,4.869983266,4.98476131,4.68316197,5.286922644,5.285786588,5.082493581,4.884024237,4.581521148,5.09896891,5.633683713,5.349089163,4.803322864,5.160489468,4.810496661,4.724275383,4.686588196,5.113858413
INHBA,4.866505551,4.140891727,4.75791909,4.266091293,3.981430263,4.34831728,4.792186022,4.065610287,4.321131326,4.597957207,4.776065254,4.434839788,4.754325108,4.440833914,4.600516295,4.990586442,4.713268726,4.627940256,4.610761985,4.623513949,4.140119665,4.340135994,4.054409731,5.355811811,4.450469599,4.978727766,3.963090637,3.845908524,4.957318895,4.279358745,4.507940089,4.374522189,4.406412824,4.117616363,4.164112649,4.821766713,4.108032898,3.824951947,3.915364745,5.100686625,4.143829356,5.071660544,5.086962904,5.947262017,5.202162487,4.205247685,4.582106272,5.170419299,4.015128494,4.50232598,4.972876646,4.231459614,4.365199011,4.028975297,4.293157954,3.829915569,4.573164421,4.31936292,3.507092882,4.516606302,5.968610397,4.923847737,4.391385182,4.287298596,3.957931624,3.298454244,3.638916571,3.693773578
INSIG1,9.627312874,9.193650471,9.395203871,8.656309683,7.979843299,8.994335292,9.335989749,8.714832412,9.115947869,9.122047932,7.68605037,8.206120172,9.158364992,10.36003584,9.750023601,9.460852197,9.024404192,9.229070991,8.563406739,9.360893171,8.609717482,10.71452153,8.510287341,10.18920553,9.440661189,9.573977922,8.159223281,7.862424409,9.177786764,7.823067922,8.277401407,8.805687927,8.91458755,9.129205172,9.408364942,8.694195244,9.204821866,8.716456119,8.202597064,9.009231844,10.10849071,10.44715108,9.474159292,9.45380415,9.668406872,8.196840624,8.514667232,9.105326436,8.182786721,9.856868954,8.583045321,8.483431946,9.099310562,7.918085929,7.976734816,8.879451465,8.430204852,8.688483557,8.419759655,9.406147123,9.383573169,10.65905242,8.801235858,7.771898869,8.058591592,8.510641417,9.436499209,8.426443759
IRAK3,5.56899744,5.121561289,5.27915808,5.243875044,5.252854349,5.334119462,4.719849382,5.280810969,5.425902132,5.231865881,5.545666474,5.357341432,5.316859231,5.219010237,5.186391983,5.718981723,5.350879731,5.606229069,4.786475727,5.613844058,5.451693155,5.36448629,5.488731079,5.193346717,5.051171628,5.59111144,5.606003051,5.201106684,5.419236915,5.017087465,5.10283513,5.143734654,5.030399064,5.255431759,5.160810342,5.186745103,5.029070809,6.123367452,5.205318875,5.310394648,5.134841924,5.733989973,5.805252885,5.590826152,5.844469082,5.921261043,5.394475243,5.091952586,5.556991141,5.254570895,5.739156704,5.467905951,5.051054076,5.282609343,5.449013777,5.418292709,5.129580259,5.422691441,5.738962418,4.946367255,5.961414126,5.480727474,6.216069013,5.248010614,5.006378547,5.837954614,5.377856787,5.449364669
JUND,11.61499156,12.03777559,11.36159259,11.44154358,11.31164278,11.15070798,11.26416668,11.25492654,11.36562794,11.834009,11.31164278,10.89468942,11.66799558,11.86806135,10.80336468,11.92397476,11.14221174,11.53941671,11.30147298,11.87051419,11.49061104,11.85967572,11.96022205,11.66121502,11.27452114,11.29035699,11.70913973,11.69118406,11.57607263,11.97763509,10.93787752,11.13649352,11.97074304,11.65974148,11.43241137,11.61780138,11.95129405,11.50303636,11.64597253,11.43416968,11.32308248,11.77161545,11.78249143,11.51285936,11.46352157,11.30235706,11.72180676,11.73863777,11.18473028,11.48287193,12.15499084,11.2999594,11.61780138,11.06073842,11.41227047,11.37860262,11.15549611,11.21991144,11.05649724,11.705702,11.70155803,11.71238348,11.4400807,10.91032139,11.78810873,11.9443369,11.68273029,12.35844237
KANK1,9.895686036,9.247802971,8.874003444,9.637649522,9.167157691,9.454264253,10.32085219,9.339264295,9.672057909,8.871768152,8.3072318,8.273209079,9.520351112,9.07170114,8.122116239,8.626595272,8.416893934,8.600568311,9.565477099,8.829148122,8.629526533,8.736498319,9.139749048,8.649459402,9.186164251,8.514958201,8.002381124,8.152532295,8.127280186,9.11275119,7.187508191,9.242424579,9.12699104,9.747998922,8.997169598,9.314906307,9.543539783,7.44810185,9.793654883,9.65769147,8.711536649,9.777727422,8.902525602,8.167789413,8.435854956,8.923751882,8.679675615,8.59174118,10.03779956,8.40143809,8.43860545,8.324215633,8.45996664,8.569889949,8.300489995,8.455024681,9.143609575,9.859205668,7.992708516,9.136537044,8.904630253,8.411040187,9.168508393,9.059603473,9.258989767,8.627873146,8.981357284,8.419431772
KHSRP,9.952766175,9.824443766,10.29651641,10.28025218,9.559224049,9.730127002,10.05147641,9.745724068,9.836327531,10.06017208,9.676181495,9.734572975,10.19280681,10.14735961,9.91716146,10.06964386,9.872618194,9.595254545,10.18889172,10.02142763,9.282747807,9.447431302,9.802337148,9.65057853,10.19075642,10.11555964,10.15469077,9.51567709,9.418700147,10.35357935,9.689895669,9.95703826,9.710902375,9.905717352,9.692372421,10.30240453,9.862339094,9.42099549,10.10668541,9.890098984,9.94672004,9.900198871,9.592111019,9.196217844,10.18746473,10.19030621,10.00038196,10.1152778,10.04838009,10.37644643,9.642839749,10.22894118,9.630141884,10.01002604,8.974133769,9.888617923,10.40475611,9.329384462,10.39343919,9.841923914,10.00896053,10.12445826,9.426474527,9.788501052,9.685925191,9.35924374,9.48505779,9.326400746
KLF7,5.656141728,5.626816868,5.926403417,5.740533063,5.69803812,5.891781849,5.800795722,5.812626429,5.693148419,5.702196835,6.068120839,5.87277288,5.783628281,5.581255702,5.750799791,5.701190212,5.75357037,5.850080953,5.527118403,5.576417896,5.765582611,5.818839849,6.169496827,5.813048436,5.759248992,5.823361594,5.822395226,5.808212051,5.879784447,5.963399261,5.693984307,5.814244216,5.622727646,5.756934537,5.737941322,5.494476912,5.815913381,6.025227074,5.895145848,5.870766295,5.862543479,5.801617265,5.650451552,5.979380344,5.697909978,6.049870561,5.865211883,5.612734918,5.774655793,6.117077158,5.450170663,6.003823637,5.60564718,5.698486067,5.975422769,5.687474399,5.656536746,5.52657379,5.996142998,5.471577902,6.047018043,5.939334143,6.013784882,5.554465959,5.734500096,5.924027194,5.90525318,5.77297624
LAMA3,9.216165414,7.319235067,7.853424948,7.888848883,9.20300781,8.381684528,6.665961491,9.452310771,8.502980679,8.813938389,7.340535835,9.473191102,8.562106861,7.262699275,10.32975254,9.591917342,8.689339125,8.759761672,8.450565361,8.256027516,8.685188083,8.836030026,7.313459918,9.89553909,7.329818983,8.393085603,8.493804418,9.468877827,10.43996336,8.964890167,9.393319995,8.181914159,8.706298099,9.030558781,7.31575264,7.450787145,8.359354005,10.35148308,7.782258526,8.831888948,9.908252849,9.241075393,7.65436084,9.698077549,8.643862396,8.587655691,8.586474822,9.686055729,7.845271314,8.744431098,8.423002963,9.399357669,9.035795255,8.819161318,6.828348355,8.215007751,7.591000718,7.536392469,8.566728705,8.092315515,7.601193097,8.497445341,8.354648711,8.739187059,9.079881346,8.626337217,8.963892524,9.224104836
LGR5,7.244346799,6.109072785,6.264471048,6.112450579,7.325304713,7.490994732,7.263200474,6.140254547,6.719191221,7.734051715,5.385019165,5.486134135,6.978151566,7.178359759,6.839301703,5.685997152,5.926254946,5.32606342,6.99403475,6.021465733,5.585665354,5.051907525,6.363840126,6.811134203,6.115571161,7.079802597,4.809561911,7.07307562,6.470486294,5.969136731,5.032611976,5.449057246,4.352835348,5.258283861,6.012035061,7.226977234,7.534515353,5.827570795,5.561481552,7.273926456,5.952246962,7.504620836,5.087112632,5.255208006,5.827821481,6.503880261,6.176447605,6.462272149,7.042194685,5.499146383,5.837734083,5.467850343,7.888882193,7.129554513,5.224447367,6.046459032,6.762909897,6.3446651,5.572727935,5.369367261,8.396135021,7.201243059,5.322166587,6.826193542,5.487224871,5.119609172,5.316040409,5.162600783
LOX,6.765685722,4.882463299,6.435327865,4.741947818,4.353955159,5.231428061,5.225255475,4.288210967,5.758090875,5.868782605,5.333657206,7.204394112,4.390580481,5.709380979,6.713020089,6.256981696,7.633993133,6.668630873,5.625547638,6.67181618,4.713733715,5.538338789,4.238881194,7.346704733,4.797104942,5.873377744,4.529757525,3.536388383,6.604451752,4.495727884,6.862534074,5.132733175,5.091094494,4.416627516,4.861654803,6.105722478,5.991255507,5.845527488,4.001910845,6.937605608,5.131307105,6.966191689,6.237866376,8.242864275,7.175451393,5.157676424,6.165045671,6.85582579,4.747421557,6.792144807,5.26086764,4.611027211,6.77037703,5.213258439,6.874163023,5.066006788,5.397361975,5.362152533,3.940551985,4.956969623,7.243199472,6.318468148,5.029889717,5.731197013,4.762583795,5.771009771,5.070992337,5.116558337
LRRFIP1,10.33999568,9.847441363,10.38806682,10.00776505,10.05684996,10.51264703,9.645137672,10.34349851,10.35965747,10.19779641,9.956435603,10.65633659,9.726647349,9.898016812,10.84911401,10.30869627,10.48888686,10.01308818,10.02691168,10.0290674,10.08151549,10.4746039,9.608289397,10.31244549,9.92161515,10.15732761,10.03833931,10.44802449,10.34849297,10.31385167,10.70849803,10.39873827,10.60989525,9.756104797,9.677831023,9.788401824,10.39409203,11.09286312,10.16467648,10.47501993,10.44921047,10.40458832,10.11305755,10.46146133,10.67126729,9.913942681,10.05972259,10.50753804,9.579301881,10.61840559,10.48937591,10.10199581,10.13215552,10.52662953,9.719000445,9.918268414,10.31221684,9.94214363,10.04687476,10.17990527,9.997202448,10.59147193,11.02242648,10.19975157,10.01946773,10.12043847,10.31582622,10.35137153
LSAMP,5.697391145,5.901878824,5.78722254,5.646764382,6.166438777,5.554636617,6.615389904,5.520066439,5.790256167,5.688887645,5.185852564,6.119807579,6.491852946,6.072763115,5.522073283,5.470509708,6.316552152,5.543738224,5.907795638,5.53146725,5.949749872,5.737153669,5.589661367,5.893765249,5.855683124,5.514387268,5.642587281,5.360893723,6.251363532,5.403612051,5.726928133,6.128939697,5.339706167,5.310920644,5.691488478,5.584320041,5.871479463,5.540181656,5.151613464,6.118588065,5.857048261,6.183759017,6.374457197,6.495377091,5.543129402,5.331403124,5.809472461,6.760279451,5.615736719,5.771898493,5.719882994,5.724502067,6.164189367,5.202160139,6.076069492,5.551227549,5.822515854,6.200313823,5.288678218,5.812179884,5.686489196,6.122190027,5.256985192,6.093098873,5.469195252,5.869418856,5.530757765,5.514003025
MAD2L1,8.966031318,9.95319992,10.93136871,9.760217564,9.548757144,10.52150004,9.864696954,9.177038886,9.771344634,9.546507834,9.928167284,9.896901562,10.08115957,10.27760292,9.327836446,10.39700813,9.809638185,10.1255004,9.825037618,10.39001997,9.212100164,7.951854574,9.496230291,9.722165865,10.1835367,10.05420487,10.16549203,9.716187124,9.092760789,10.09157678,9.705318344,10.46945615,9.687051753,8.956038208,9.257544204,10.37647661,9.922307768,9.177756924,10.12875568,10.2716848,9.963243532,9.083113066,9.369218387,9.966154166,10.85262154,10.64511887,9.823668508,10.5524339,10.32770075,10.62223838,8.217565128,9.087166991,9.895932234,8.992960388,10.06949622,9.919544704,11.11207324,9.200571034,10.3322444,9.820816308,9.735902783,10.56803022,8.210794348,9.970898232,8.841335303,8.530639939,8.3608241,8.573764913
MAOA,7.050881526,7.632343669,8.830267053,8.321904081,9.067770548,6.589221636,8.34249656,9.333510871,8.713277813,7.796575208,10.01477765,6.461004211,7.524117121,7.719948571,5.710064958,7.85592691,6.872150401,9.003368149,7.266857586,9.157820102,8.424779138,9.864629841,7.55831315,8.408015136,8.1034796,7.864256214,8.200573617,7.165059793,6.473797933,8.172987371,5.247079838,9.341583938,9.523070098,8.444885244,9.545701854,9.483636763,7.811202015,7.53400173,8.96089213,6.94243425,6.993269126,6.897729705,8.325735027,6.440616921,8.042903675,7.192393987,8.652978595,6.107112531,7.918033123,6.861517416,7.045815578,6.27155863,7.670627128,7.00160953,7.482586861,8.900122024,7.183736147,8.05807442,6.984675799,8.287326111,6.059831002,7.279673035,7.952881538,6.587020948,9.453941101,9.158160408,9.474014792,9.34152161
