,197RDB0069,197RDB0219,197RDB0263,197RDB0162,197RDB0006,197RDB0192,197RDB0268,197RDB0195,197RDBCJ0047,197RDB0067,197RDB0012,197RDB0221,197RDB0269,197RDB0157,197RDBCJ0052,197RDB0190,197RDB0003,197RDB0291,197RDB0293,197RDB0160,197RDB0212,197RDB0005,197RDB0107,197RDB0004,197RDBCJ0056,197RDB0253,197RDBCJ0057,197RDB0281,197RDB0207,197RDB0010,197RDBCJ0065,197RDBCJ0053,197RDB0289,197RDB0077,197RDB0009,197RDB0011,197RDBCJ0061,197RDB0163,197RDB0208,197RDB0249,197RDBCJ0058,197RDB0247,197RDB0158,197RDB0194,197RDB0318,197RDB0184,197RDB0280,197RDB0170,197RDB0432,197RDB0264,197RDB0211,197RDB0073,197RDB0002,197RDB0333,197RDB0070,197RDB0169,197RDB0419,197RDB0299,197RDB0271,197RDB0183,197RDB0363,197RDB0414,197RDB0081,197RDB0365,197RDB0336,197RDB0254,197RDB0119,197RDB0242
COX6B1,11.55754706,11.6398923,11.61514795,11.7844743,12.01000956,12.23998847,11.24293753,11.50876234,11.58523329,11.58700362,11.82462255,11.37020583,11.70424316,11.60642735,11.52712229,11.34463466,11.4415933,11.1723341,11.8369345,11.7844743,11.60001399,11.6714853,11.21031646,11.66587832,11.59008966,11.88119175,11.87017017,11.51910176,11.41039145,12.02653958,11.3277606,11.61560016,11.97836144,11.45893023,11.70843827,11.48462594,11.34293109,11.4054589,11.99997935,11.51220811,12.23890895,11.395741,11.66029985,11.51123167,11.57155616,11.39518477,11.4441608,11.49815566,11.39048643,11.63775488,12.10483619,11.66797042,11.95867694,11.72408407,11.65640332,11.86181035,11.7851636,12.19531947,11.57796686,11.65702651,11.2961557,11.60140285,11.06769054,11.33193922,11.78768761,11.69774428,11.44527301,11.61845803
CRIP2,7.344958424,6.591636572,7.160957307,6.581810973,6.497361268,6.808080307,6.795189541,6.327616307,6.608293696,6.934459653,7.072111517,6.76820463,6.459838978,6.984745143,6.780771813,6.758637853,7.467264853,7.542259727,6.698953172,6.539850388,6.87472899,7.115585946,6.286347964,7.041090327,6.487117896,6.330717971,6.813003473,6.069724249,7.256750882,5.96906515,6.636206618,6.953376043,6.494568632,6.873815338,6.978958766,7.908592463,7.341470866,7.029538714,5.906422381,7.112482228,6.575167838,7.225694521,7.314492852,7.647326662,6.55157986,6.767241426,6.855248665,7.106916698,6.423068604,6.662661212,7.195429743,5.955593104,7.509631007,6.568378483,7.3132365,6.598771893,6.714686396,7.347425917,6.12826485,7.30850261,6.528807384,6.807691549,8.19296195,6.762087893,6.118601965,7.336090824,7.214273337,7.475533089
CSN3,3.58837327,4.153811682,4.23197143,4.180203114,3.838319499,4.246185403,4.215599664,3.850246642,3.94908984,4.063982353,3.87135555,3.435485258,3.864583891,3.935409604,3.879952773,3.761740037,3.746150173,3.832329191,3.993655122,3.738337067,4.166637416,3.867873121,4.714958463,3.843717743,4.037444341,3.577946639,3.873700181,4.245165917,3.983097825,3.86246158,3.56634387,3.814365683,4.204418274,4.251687334,3.84860968,3.838827249,3.980974325,3.516210069,4.147413119,3.659617027,3.981808204,4.008076448,3.790893758,3.761475975,3.995521168,4.387011316,4.1154471,4.100296221,3.995576453,3.717713451,4.332930375,4.32318795,3.887334991,3.84927252,4.127535497,4.066648262,4.349446618,3.972103013,4.075049581,3.999457166,3.81106302,4.53018539,4.713202063,3.936153267,4.01469333,4.168569159,4.387897306,4.44602391
CXCL10,8.288579558,8.246279827,9.266268667,7.54047712,8.236399657,7.788854441,8.599631071,9.211405082,9.996661863,9.253925962,9.522517963,8.9139735,7.128887034,9.325073616,5.610548241,10.97889779,9.462878251,10.7398632,6.43692091,10.37658455,9.004457223,7.596329399,6.743846365,9.35743261,9.213939594,10.177119,10.08183588,6.117858561,9.829010747,9.453448041,12.37446863,7.379484888,9.44416432,5.50652505,7.688745703,11.43613627,7.081020828,9.338560921,5.826995485,8.844344638,6.751638906,9.83395561,9.641597819,10.36007655,10.62519407,8.026022265,7.728893821,10.03292415,7.276475517,8.987061016,7.673814963,7.430264355,8.744197617,7.706031031,9.850585533,8.868697402,9.804827172,7.045758022,10.17784811,7.293367187,12.61264441,10.77003769,8.825613726,9.45060871,6.658932532,6.48275224,8.604404037,6.204201307
CXCL16,8.50547065,8.83815496,9.74229115,9.165379069,9.463271045,9.206081768,9.230965659,9.219040204,8.695032075,8.663851457,9.19852612,8.754999712,9.314818737,8.474223862,9.012169039,9.207383336,9.457120393,9.626131669,8.517223882,9.745289789,8.649517264,9.35001152,6.587407914,9.826666044,8.684646924,9.026161768,9.273611795,8.160411357,9.115047231,10.07075412,10.11967489,8.814391565,9.507299893,9.094335749,9.250796532,8.974329363,8.926761017,10.04040753,8.871894575,8.649812156,8.729549306,8.760289772,9.893935603,9.750955398,9.65613891,8.428903872,9.302036538,9.400736027,7.771755898,10.41011088,9.378160823,8.943442082,9.998946248,8.788049518,9.690217831,8.522101687,8.714908081,8.835045531,8.089809978,8.701985835,10.03791099,9.816203811,9.306214972,8.170397562,8.214347131,8.472914134,7.948210283,7.963008697
CXCL9,7.784285016,7.787675,8.62714697,6.843389985,7.953561933,7.528481868,7.074873269,9.405233233,9.381497808,8.643620341,8.548021724,9.213478747,6.61477232,8.828057612,5.977493062,10.21793885,8.370396707,9.672420958,6.051905534,9.958439214,9.671593916,6.770566134,7.285329342,8.964288797,8.669230361,10.27562242,9.526685641,6.332379816,9.306756099,7.093288373,11.24774031,7.601546786,9.900525106,5.579763496,6.723484054,11.58304673,6.914659125,8.936364405,5.285358399,8.934197682,6.352920023,10.28409166,10.26217439,10.21168638,9.825831875,7.857452107,7.210975795,8.433314022,6.788928154,8.453492432,7.597264861,6.555596888,7.94417882,6.654234669,9.878053248,8.612102887,7.70318443,6.506350266,8.956679557,7.034459891,12.34519955,10.72518885,9.208017999,8.85549409,5.955752615,6.707000285,8.30904389,6.649734932
DACT1,7.736170158,6.71635514,6.7421269,6.590630336,6.376322364,6.33556295,7.355268311,5.695923643,6.790408257,6.966542361,6.359922722,7.181707528,7.038521793,7.166353961,7.463126774,6.748267014,8.160333683,7.389638016,7.358595598,6.80460348,7.382495508,7.023204742,5.914003765,7.266577849,6.055756725,6.861944492,6.313584217,6.568386774,7.831469543,5.470555669,6.765331842,6.458331595,5.441011542,6.266427281,6.647408073,7.054753386,6.490248151,6.973845971,5.405419268,7.830170669,6.137120288,8.32553087,7.507805141,9.003001433,6.883721457,5.848249798,7.021909449,7.318829283,7.549442914,6.370442544,7.595837641,5.972052629,7.588648452,6.713978172,8.536927155,6.603963213,6.646639567,7.097443525,5.235489142,6.735559371,8.233352592,7.171932388,5.948772101,7.261420173,6.654684543,7.535846659,6.609831854,6.750355616
DUSP11,8.741084295,8.67433888,9.047504403,8.546860145,8.788893121,8.941916724,9.018635357,9.186383113,8.637719842,8.811592243,8.588714843,8.507481303,8.431419313,9.006185825,8.295483992,8.519552232,8.887791925,9.069968272,8.610029638,8.807967727,8.687646735,8.534258669,8.72921388,8.806767216,8.608702103,8.488339447,8.759686523,8.620187196,8.846256596,8.824676557,8.710233848,8.58247464,9.018326695,8.706233086,8.994330774,8.909104244,8.687292957,8.749569857,8.414843663,8.825129946,8.395510743,8.923869144,8.854058624,9.025855791,9.10635005,8.914688819,8.681420969,8.895238878,8.908128949,9.23026935,8.664353964,8.76110613,9.045991329,8.783930658,8.738874882,8.980118131,8.855769042,8.873452146,8.60265467,8.6391236,9.061910054,8.855556424,9.13040526,8.965174208,8.752211164,8.884661983,8.513736924,8.679086297
EIF2B2,8.533540701,8.213582171,8.853324906,8.667771068,8.544710849,8.298137153,8.304421867,8.323150003,8.448026036,8.460849388,8.636366559,9.230065472,8.268114561,8.614453285,8.15845028,8.867763859,8.62042961,8.777068327,8.135817068,9.049945774,8.014210848,8.418939139,7.362061739,8.892160887,8.242028257,8.842021195,8.465090922,8.291296885,8.582688848,8.444623305,8.58059069,8.301948236,8.505920001,8.239935419,8.59508696,9.011793425,8.39937343,8.535568862,8.037619221,8.089938756,8.512777626,8.344129911,8.675916796,8.625084398,8.721751276,8.812585682,8.838592949,8.694596824,8.504606199,8.988668745,8.013404784,7.930231897,8.496893117,7.981020497,8.582513523,8.520832297,8.733601088,8.319144895,7.869801354,8.448310099,8.296472582,8.369645223,8.157008784,9.024417866,8.558371267,8.399448153,8.47752881,8.474007552
ESM1,7.154368308,5.901276467,6.399309983,6.163490746,6.941944083,5.164525042,6.149696484,5.035038382,5.268402375,5.70036145,5.968320333,5.612035046,6.76546762,6.250569495,5.368008608,6.636991125,6.303716275,5.878873381,5.812411772,5.905770925,5.105128676,4.808552326,4.776048217,6.490847545,5.049736569,6.250998097,5.033246624,4.393160671,6.715386991,4.775354692,4.935993052,5.20747246,6.761403931,5.126238271,5.529914362,5.038613561,5.950891662,6.662590076,5.447604798,6.845710811,6.368423387,6.424321657,6.078907645,6.377725436,7.038917105,5.301059493,6.172370926,6.582262341,6.825083032,6.328680431,6.482246376,4.950767156,6.165952297,5.833403701,6.267351736,5.984126484,6.249491836,4.69553588,5.450655591,5.716410966,7.159786669,6.274456702,4.774518931,6.075631804,5.415293116,5.012835729,4.956155099,4.842294269
FAP,8.196571655,6.445044033,7.495757969,6.501336805,5.693834555,7.103719946,8.255944216,5.615849838,6.912827774,7.605905475,7.412337988,7.065770782,7.085980643,8.019359222,8.119941611,7.741985021,9.395735363,7.332834965,7.328430696,7.820835168,6.304328424,5.765721709,5.921741699,8.84093291,6.682505372,8.24324645,5.994017805,4.96217687,8.615290412,5.595989617,8.490817055,7.299313971,5.52081977,5.880972488,6.228842355,7.768324363,6.359077727,7.698814918,6.896967093,8.733096209,6.554582444,9.017565208,8.346407161,9.652902194,8.185515649,5.886488813,8.026602595,9.002824317,7.161137526,7.773870149,7.831393389,6.00822436,9.215554606,7.217980295,9.005736207,6.404483485,7.46082842,8.008253558,5.167564689,7.349093688,8.95142166,8.25713375,8.362710383,7.669964488,5.620378758,5.78269418,5.425196396,5.676805792
FBL,11.80588745,11.26665989,11.43670142,11.55606494,11.74122613,12.06138105,11.21773186,11.28334779,11.28709625,11.54385348,11.75893973,11.10474679,11.19738878,11.69807793,10.93049398,11.12045594,11.36850256,11.08106231,11.90339831,11.52418101,11.11586673,10.47316914,11.13617951,10.72052217,11.73238649,11.56200592,11.63526225,10.79161552,11.39610404,12.21177636,11.01976367,11.50776921,10.45001221,10.9872791,11.2922591,11.7030627,11.53564082,10.61145245,11.53282996,11.49468398,11.96321378,11.51375705,11.18576844,11.20777005,11.43447245,11.32168924,11.25152807,11.30785373,11.28667775,11.62999866,10.25522281,11.2768297,12.08046306,11.42723584,11.35943275,11.53555263,11.78734729,11.22085484,11.90949494,11.37186011,11.42930184,12.06216408,10.7944534,11.41177964,10.81385278,10.65880258,10.73152578,10.58372432
FCGR2B,7.939876689,6.404833655,6.659158165,5.51103942,6.81483184,6.164006495,5.572914929,5.81734841,6.611610421,6.641755145,8.636766133,7.82975276,6.155877223,6.725162477,7.80284287,7.441875791,6.99350208,7.481133167,5.752386741,8.245749779,6.901422381,6.19193967,7.460548896,8.480129703,6.502507617,7.57995903,6.287026069,5.758058216,8.114310052,5.616695771,8.44222403,6.491327271,6.366185061,5.528880268,6.075427137,7.310621233,7.348386364,6.182116768,5.246209366,6.773313628,5.945148381,8.220500238,8.310150206,8.682739985,7.807130044,6.241577492,6.850757284,6.924700436,5.901644613,6.873505166,6.83266234,6.332078915,7.68948449,5.698144914,7.4709254,6.335670379,5.708917742,5.902597707,5.933324907,6.167654016,8.392280476,6.681216451,7.386217032,6.623242847,5.881672897,7.165281661,7.412513876,6.872838799
FJX1,7.157977749,6.143352689,6.611544324,6.923958935,6.195655249,6.59090176,6.368128004,5.571807795,6.091551342,6.324741502,6.689514991,7.34990605,6.714972015,7.377919733,6.745781088,6.451510999,6.653177244,6.426180285,6.85159184,6.242009131,5.763547783,6.727181104,5.449903977,6.090802278,6.048484974,6.408844488,5.918281117,4.794908149,6.534076732,5.68096743,7.122110113,5.938929998,6.181379217,6.369165827,6.106950982,5.894928366,6.931246501,6.612226366,5.937289373,7.778645798,6.141992831,7.167858719,6.683210922,7.17737352,6.035712331,6.917038264,6.800609838,6.760071666,6.92933866,7.035884854,5.979839026,6.591140992,6.86886084,6.475743268,6.319783678,6.980502142,7.121100307,7.067373193,6.313574985,6.710964796,6.876101281,7.203211788,7.511376883,7.233273669,6.000683559,5.766566617,5.750420595,6.150003301
GJA1,10.65910221,9.646694694,9.305101451,9.864592034,8.231234996,9.045643096,9.023507538,8.01277742,9.084252386,9.154114449,9.189473017,8.762438268,8.996503339,9.23879854,9.552580788,9.355776614,10.25159005,9.8776973,9.41098694,9.21236294,9.570352431,10.78527752,7.762316263,10.07888868,8.297126083,8.885914573,8.336762985,7.080958495,11.21623684,7.735111561,9.17897121,8.8805189,9.271049337,9.067079723,8.620477405,8.67911512,9.914209694,9.521157301,8.517506106,10.79508391,9.70521875,10.56846106,9.996248662,10.95289428,9.597949403,9.12531867,9.708050699,10.0357249,9.183064165,9.685510459,9.684125325,8.061887714,10.0471516,8.611059565,10.08132975,9.330417097,8.845952654,9.911042259,8.068523705,9.126757866,10.32369044,9.12219106,11.06959524,9.314983511,9.062524915,10.55361241,9.122569766,10.12866709
GMNN,9.724772643,9.960010958,10.13194712,10.37310921,10.10118997,9.781570592,9.096721411,9.895090586,10.05533202,10.71647521,9.802233746,9.654212794,9.244208161,10.33258086,9.54384196,10.04100148,9.990772171,9.949036383,10.05027953,10.13554819,9.324728513,8.792438308,9.33672729,9.790972288,9.808370432,10.01929983,10.12192611,10.20698737,9.496762569,9.867009618,9.913651498,10.0102275,9.475593247,8.591449185,9.695713055,10.51501998,9.742327756,9.306579336,9.995928556,9.69429959,10.28879765,9.2812455,9.696887245,9.507499852,9.865073149,10.26548225,10.42595482,10.22295078,9.99810773,10.53742698,8.844922291,9.870037682,9.882115942,10.01097078,9.79855597,9.623076817,10.63758933,9.225986876,10.1474899,8.96677762,9.774867367,9.718097092,8.776528182,9.891852431,10.09885415,10.33488959,9.680641329,10.07664131
GPR87,3.679962479,3.226810981,3.441478573,2.992653324,3.441790428,3.193014357,3.440427137,3.02340532,3.298433035,3.432692176,3.416073487,3.298913706,3.407212154,3.199574605,3.324139551,3.179005627,3.30762155,3.251738709,3.468523215,3.129283242,3.749726178,3.382461394,3.293196449,3.282124827,3.322868708,3.397200274,3.385506144,2.798920078,3.355284683,3.423988565,3.974514819,3.302291298,3.444926373,3.477344117,3.343691645,3.271973632,3.293196449,5.404344885,3.421885937,3.85985849,3.484444417,3.074644719,3.240073766,3.798060399,3.458383192,3.417989001,3.71927178,3.513942476,3.254000049,3.94984932,3.166433079,3.055940388,3.431645937,3.165367243,3.478033902,3.09849161,3.691604529,3.406825281,4.075907378,3.126083035,3.318541094,3.679343198,7.43835023,3.371778684,3.432820548,3.321925131,3.298518233,2.960377898
GZMB,8.43564853,7.995786583,7.352372081,9.699460484,7.767806305,6.839710615,9.433574875,7.279544834,7.394470542,6.087525182,8.12511086,7.883294398,8.632408407,9.15679686,6.070130909,8.75496508,6.588414774,8.280720758,8.952969013,9.139107552,8.244882358,6.319380395,5.548520332,6.3432965,9.027211098,9.152659699,8.893957847,4.135143897,7.224903531,5.817533889,10.27647167,7.043939837,8.145319307,8.970059049,6.573325517,9.415135914,8.416782129,7.292329073,6.544153457,6.791678626,5.95152204,8.397322135,7.435158501,7.713996108,9.319073972,7.419039908,6.685775525,7.278508683,6.504563222,7.430479215,4.736183647,8.768097854,6.094041649,6.157495907,6.743830057,8.625132011,6.500035497,6.271253477,7.382419538,6.400003476,8.135726055,8.683845696,7.559722106,9.884773543,5.747043799,5.957262753,5.628056482,5.576346725
HERPUD1,11.25752293,11.16111396,10.95237951,10.55576555,11.21126531,10.72540774,10.70114046,11.59002251,11.39923671,10.25113577,10.59822837,10.25850436,11.10830137,11.0503657,10.38209544,11.32650054,10.98001152,10.79672534,10.75226235,10.75626199,11.59109252,10.88954033,9.757701176,11.60017405,10.64175024,10.4743571,11.4793193,11.58760436,11.1235074,10.05480185,11.62586535,11.00589803,10.78532178,10.71657875,10.95278907,10.62866504,11.09554894,10.68198476,11.50299796,10.96459184,11.02781811,11.25475448,11.52975163,10.57294131,10.87455712,10.75399587,10.88617978,11.17033306,10.33020938,10.63516027,10.79200182,10.75324342,11.60984406,10.89425124,11.79232394,10.68960364,10.07396103,10.89230049,10.53245626,10.00998539,11.78891823,11.0664744,10.79354353,10.8043233,11.23517051,11.80895125,11.18488261,11.6835706
HIF1A,11.69474225,11.37595321,11.71032287,11.69330069,11.3188876,11.23971597,11.27817146,11.10606221,11.46231166,11.35435227,11.76921944,11.74992728,11.35696263,11.12943835,11.30233792,12.01334127,11.46051433,11.94494248,11.02624495,11.71571466,11.49802987,11.67802672,10.5239625,12.02650876,10.91780604,11.97636271,11.20250106,11.17006906,11.96240466,11.04094645,11.50493463,10.64395535,12.00764368,11.46939103,11.11658423,11.54509397,11.4003837,11.77795896,10.61524497,11.66589779,11.35532014,11.54941347,12.08710453,12.38559109,11.97803519,11.63352914,11.92581382,11.95778769,11.57992812,11.59924258,11.3636541,10.84958781,11.57003254,10.79259732,11.78974987,11.20052643,11.5250741,11.35399284,10.80235976,11.21258683,12.08788428,11.57752179,12.29032233,11.51935564,11.1617684,11.57220101,11.46250031,12.06560166
HIST1H2AE,5.798611802,6.021352517,5.258874093,5.724562834,5.53088956,5.247082842,6.836274317,5.325425346,5.564209509,6.489214439,5.302013248,4.647271065,6.646765045,5.411579868,5.037917674,5.999948925,6.076036776,5.993222992,5.719638051,4.911785387,5.841479749,5.443383568,5.037020093,5.639977218,5.65438317,4.989296041,5.129808592,5.438152407,5.708541017,5.632701007,5.434384749,5.253698456,5.182851888,6.308320857,5.195321866,5.335501171,4.992772712,5.858670092,6.035321962,5.178073655,5.254665776,6.321173224,5.949323293,5.227567098,5.668108387,5.271986999,4.878141974,5.414009404,5.06449477,5.418173591,5.483599405,5.283807858,5.629143654,5.376060113,5.688711929,5.498970508,5.615931175,6.277821995,5.609780307,6.483145468,6.01421976,5.512309414,5.219379938,5.226541555,6.215462942,6.496613972,5.697738086,5.520215011
HIST1H2AJ,7.653884211,7.550566589,7.56289376,7.445324838,7.660585638,7.401172979,7.738120259,7.374438388,7.510735651,7.702514828,7.897659361,7.346479632,7.482411816,7.22813526,7.455216301,7.886639479,7.864653566,7.556059886,7.454220305,7.314320708,7.36063971,7.863549061,7.508493657,8.20237555,7.655036468,7.284070332,7.474136354,7.235556115,7.873283085,7.452130319,7.657253683,7.584515823,7.380592602,7.786950754,7.453186285,7.549977981,7.201739672,7.462968555,7.904677912,7.44757736,7.733244427,7.847362274,7.699056741,7.259162317,7.854777265,7.283004378,7.248587433,7.82177283,7.664096867,7.43806327,7.058379554,7.251147468,7.523643884,7.3280949,7.472480611,7.479359488,7.654443879,7.770482839,7.82751089,8.292410574,7.55571816,7.524556734,7.073327527,7.019626872,7.440622986,8.23259869,7.499633081,7.337026283
HMP19,5.152092209,5.881791691,5.502527765,5.991309472,5.323319147,5.126617027,5.226434631,5.548682676,5.402584153,5.713293506,5.762352092,5.744192951,5.55954472,5.530869979,5.608363269,5.164435656,4.895625158,5.706823399,5.412144984,5.47418837,5.571415631,5.335309156,7.166090062,5.487540332,5.66204255,5.554979996,5.4319174,6.016237775,5.192779464,5.561378054,5.09819421,5.221605192,6.12918322,6.070207502,5.496260359,5.710735233,5.433503192,5.453557649,5.841032406,5.537279385,5.438333772,5.259216139,5.964478875,5.616166754,5.199656487,5.56272352,5.513036622,5.773281087,5.528887009,5.382211623,5.631458813,4.996188826,5.497973099,5.674288804,5.575850946,5.163239155,5.403317963,5.590501713,5.384620066,5.971995734,5.037577571,5.201938765,6.038200566,5.465786968,5.978425171,6.733898604,6.259559047,6.43713201
HS3ST5,5.003562183,5.25641059,5.072049428,5.065726316,5.00744619,5.363715301,5.167239966,5.21510949,5.034615454,4.969114032,5.221089251,5.114769184,4.929548832,4.894051735,4.810667765,5.076219718,4.86844429,5.154730721,5.159785533,5.177362465,5.061955907,4.927820745,5.371520424,4.715641237,5.003366066,4.996148823,4.914491948,4.775545312,4.683549398,5.061413567,4.889470094,4.983455105,5.079088333,4.944094098,5.037500004,5.048226842,4.964003637,4.832374386,5.252254988,5.199475299,4.891882968,5.39173875,5.071129025,4.940230413,5.127485034,5.466149387,4.988173815,4.945168856,5.045262748,5.163538221,4.59304383,5.197048107,4.814069328,5.513574444,5.220001731,5.262220552,5.03029977,4.826273395,5.214201384,4.682436663,4.963643059,4.863076554,5.064574451,5.103127165,5.141912717,5.230785845,5.155960175,5.263789488
IGFBP6,8.204654772,7.982768243,7.226856135,7.526887719,7.593915893,7.489713861,7.77718835,7.477912822,7.570214272,7.574027848,7.587850016,8.450938402,7.71328668,8.140952656,10.18296283,7.432588153,7.85238811,7.868407716,7.986467343,7.921607909,8.167467065,7.784893105,6.828289114,7.96066705,7.726511812,7.86039947,7.808593299,6.414917742,9.318276791,6.934196316,9.64136311,8.195701735,7.018500141,8.80131132,7.074806952,7.653761133,8.770429584,7.734657151,7.195542746,8.188384474,8.035237934,9.215283729,9.717024061,8.519850217,6.839505075,7.768063024,8.365250252,8.389695093,7.074473235,7.097900316,8.502466813,7.087672217,7.915644915,7.243092096,8.380792854,7.652288866,7.159423957,8.356505433,7.282508341,7.996391033,8.266132245,7.68067902,9.967427206,7.223164739,7.741801108,9.549029502,9.183079302,8.738034127
IL2RB,7.440692493,8.016265466,8.21078108,7.116971641,8.178098366,7.274739728,7.656114133,8.680423974,8.245289389,7.192696148,8.289889064,8.333299854,6.731395838,7.874126633,7.223289214,8.301647288,7.635549684,8.143223318,7.080762309,8.411355908,8.41368452,8.22247609,7.458250028,7.946311077,7.674329105,7.969988169,8.241219275,7.480219778,7.983202453,7.399031388,9.517585646,7.234788581,8.686274283,7.452655041,7.593968472,8.442631858,7.522741392,7.794471209,7.565349526,7.441551526,7.818046908,8.207625259,8.256160079,8.603292023,8.105770984,7.72297717,7.371964623,7.9468806,7.42033202,8.357994216,7.378920375,7.331671578,8.353160548,7.235425559,8.166734241,7.763576758,7.454810854,7.507138493,8.266608527,7.653213111,8.746765443,8.895501299,8.194828532,7.993328252,7.237364817,7.677341262,7.727232656,7.923793497
INSIG2,8.357647625,7.594749322,7.685862561,8.029998665,8.316560534,8.460323036,8.159279737,7.894400355,7.913048886,7.904421726,7.62674502,9.006517744,8.100054568,7.592217853,8.509246831,8.314360156,8.119931998,8.2751455,7.807485984,8.182536156,7.892093887,8.419543426,7.35101672,8.450728738,7.838106206,8.015811692,7.981510723,8.085760332,8.24949647,8.057993216,8.149968264,8.004670915,7.823738562,7.109278515,8.076095081,7.559882541,8.119203674,8.735663718,7.969211221,8.402429352,8.076650542,8.287656967,8.268570677,8.435319832,8.05529999,8.035531822,8.107031705,8.385537517,8.137723671,7.913447568,8.126421444,7.809238479,8.492952478,8.275329265,8.663702014,7.857616966,8.211267069,8.374656028,7.714479365,7.858440851,8.613949051,7.728096768,7.052355194,8.290137144,8.371269771,7.787281052,7.795718749,7.680707853
INSM1,4.234589909,4.571644003,5.061631718,4.650969808,4.598149838,4.282054925,4.764929547,5.137979681,4.92775261,4.467575325,4.720852877,5.055482614,4.408012006,4.407004203,4.61299543,6.504059819,4.646420195,8.048598068,5.113798693,4.981568609,4.839588589,5.542271234,5.253867406,4.78611342,4.711709799,4.419345801,4.843692464,5.458037885,4.941164986,4.950040784,4.563813674,4.522764685,4.976144551,5.113400626,4.731208339,4.904545176,4.78162119,5.264525054,4.973178097,4.931987865,4.676979583,4.916801257,8.647331421,4.822259199,4.850750543,4.336397386,4.891886708,5.368006085,6.331919017,4.241354923,7.219527249,5.045793837,7.310849056,4.182655103,5.853196067,4.708860366,5.66932443,4.559806519,4.048494515,5.009646562,4.768622151,4.04146082,6.190313812,4.345078165,5.520992618,7.894661369,5.357190044,5.393176393
LCN2,11.98064803,12.8522321,11.9927553,10.94574109,13.11130441,8.895161038,8.863886732,13.28668757,13.46879871,12.07916648,11.7303302,11.99859326,12.86630657,10.02623142,12.19156184,12.38058243,10.57350654,12.11783484,9.64815002,11.96902329,10.53794547,9.058971719,10.99838552,12.66411103,8.560088545,12.88269494,11.42809957,8.1769014,10.83288997,10.28568766,5.571346371,10.63523276,12.89213138,12.18660802,12.40140708,12.03502103,11.60834055,13.3184126,10.50460096,10.76556037,12.64889653,10.03160009,9.907844332,11.06682103,12.67164757,13.42502363,13.11112119,10.67864205,13.17369335,11.08941069,12.42090522,9.829878041,11.03210943,9.868060493,7.421248433,12.44382998,10.25890159,10.38360282,11.2299448,11.58440289,12.02234523,12.35159271,12.60570058,13.15683537,9.52617912,11.48875891,10.74454451,11.00529557
LIF,8.110684485,8.437828893,8.593777866,7.800987666,8.669062212,7.555974811,6.725098657,7.92409291,7.398985162,7.722201534,8.377860246,7.434534773,7.745328445,7.46103383,9.039018874,8.453694738,7.108308069,6.700080192,7.570393755,7.598836539,6.630138889,7.386173531,7.293702704,8.199497033,7.55443579,8.088630523,8.627040204,7.878845706,7.999960703,7.863180622,8.924421484,7.521172447,7.779802697,7.952221448,7.763757338,7.221711139,7.673406444,8.528921389,7.882644278,8.413668752,8.672583287,7.693022212,7.642803703,9.494940112,8.660865846,7.530647142,8.360123382,8.552082018,7.916731493,8.329300002,8.550641436,7.925330832,7.20550406,7.956104548,6.779104941,7.964588434,7.706798097,7.740931133,8.03759963,8.37458669,8.871276156,8.287644047,6.858029122,7.524788634,7.059159172,7.224363127,7.07812497,6.70484395
LSR,9.769820664,9.247885382,9.687467534,9.351088748,10.4984511,10.16735135,9.767201209,9.693802514,9.405624368,10.24572322,9.951646504,9.443119883,10.03401725,9.577996171,9.990899965,9.415111451,9.42912281,9.076757813,9.925807609,9.394065639,9.8376777,9.637973846,9.887758859,9.404604266,9.819983669,9.797650657,9.827077481,10.00944682,9.956290061,10.55063269,9.959458861,9.731292596,9.868848044,9.557509574,10.26042128,9.451631676,9.47381434,10.47453821,9.982012217,9.903661018,10.28865678,10.10108811,10.00978634,9.774611633,9.135941043,9.242564075,9.894932726,10.00858418,9.331801907,10.0051818,10.47040266,9.741955782,10.06539158,9.943541851,9.471094872,9.505907832,9.689780429,9.347576206,9.812227435,9.596616441,9.907632629,9.637797059,9.414441484,9.168177729,9.611050995,9.690210515,9.793273096,9.439393718
MDK,7.941686957,8.214121538,7.897284233,7.672873433,8.415736069,7.592216825,7.945959546,8.023658211,8.266693725,8.367292615,7.863165262,8.525654956,8.932109572,7.505924758,9.830005672,8.462887872,7.817383199,9.327792516,7.621073406,8.767775538,8.652380218,8.293342887,6.614745814,7.506990699,8.051416033,8.02232206,9.201998409,8.083904263,7.813563129,7.410015665,8.482124819,7.485912819,8.115692466,8.275114133,7.947408228,7.630922229,7.630416161,9.088135288,6.980416264,7.383202842,7.934031394,8.162610974,7.394922896,8.737684817,8.540681389,7.513866631,7.320254714,8.202923576,8.052645101,8.446156925,8.604792118,7.362534584,8.335872392,8.193222487,8.092954289,7.939304799,7.681445804,7.228332355,8.589781904,8.395147181,7.798757298,9.74851809,7.687352547,7.783666571,6.898863959,7.216639739,7.639390404,6.979078711
